135 838440 18360 410040
136 857072 18632 419220
137 875978 18906 428536
138 895160 19182 437989
139 914620 19460 447580
140 934360 19740 457310
141 954382 20022 467180
142 974688 20306 477191
143 995280 20592 487344
144 1016160 20880 497640
145 1037330 21170 508080
146 1058792 21462 518665
147 1080548 21756 529396
148 1102600 22052 540274
149 1124950 22350 551300
150 1147600 22650 562475
151 1170552 22952 573800
152 1193808 23256 585276
153 1217370 23562 596904
154 1241240 23870 608685
155 1265420 24180 620620
156 1289912 24492 632710
157 1314718 24806 644956
158 1339840 25122 657359
159 1365280 25440 669920
160 1391040 25760 682640
161 1417122 26082 695520
162 1443528 26406 708561
163 1470260 26732 721764
164 1497320 27060 735130
165 1524710 27390 748660
166 1552432 27722 762355
167 1580488 28056 776216
168 1608880 28392 790244
169 1637610 28730 804440
170 1666680 29070 818805
171 1696092 29412 833340
172 1725848 29756 848046
173 1755950 30102 862924
174 1786400 30450 877975
175 1817200 30800 893200
176 1848352 31152 908600
177 1879858 31506 924176
178 1911720 31862 939929
179 1943940 32220 955860
180 1976520 32580 971970
181 2009462 32942 988260
182 2042768 33306 1004731
183 2076440 33672 1021384
184 2110480 34040 1038220
185 2144890 34410 1055240
186 2179672 34782 1072445
187 2214828 35156 1089836
188 2250360 35532 1107414
189 2286270 35910 1125180
190 2322560 36290 1143135
191 2359232 36672 1161280
192 2396288 37056 1179616
193 2433730 37442 1198144
194 2471560 37830 1216865
195 2509780 38220 1235780
196 2548392 38612 1254890
197 2587398 39006 1274196
198 2626800 39402 1293699
199 2666600 39800 1313400
200 2706800 40200 1333300
201 2747402 40602 1353400
202 2788408 41006 1373701
203 2829820 41412 1394204
204 2871640 41820 1414910
205 2913870 42230 1435820
206 2956512 42642 1456935
207 2999568 43056 1478256
208 3043040 43472 1499784
209 3086930 43890 1521520
210 3131240 44310 1543465
211 3175972 44732 1565620
212 3221128 45156 1587986
213 3266710 45582 1610564
214 3312720 46010 1633355
215 3359160 46440 1656360
216 3406032 46872 1679580
217 3453338 47306 1703016
218 3501080 47742 1726669
219 3549260 48180 1750540
220 3597880 48620 1774630
221 3646942 49062 1798940
222 3696448 49506 1823471
223 3746400 49952 1848224
224 3796800 50400 1873200
225 3847650 50850 1898400
226 3898952 51302 1923825
227 3950708 51756 1949476
228 4002920 52212 1975354
229 4055590 52670 2001460
230 4108720 53130 2027795
231 4162312 53592 2054360
232 4216368 54056 2081156
233 4270890 54522 2108184
234 4325880 54990 2135445
235 4381340 55460 2162940
236 4437272 55932 2190670
237 4493678 56406 2218636
238 4550560 56882 2246839
239 4607920 57360 2275280
240 4665760 57840 2303960
241 4724082 58322 2332880
242 4782888 58806 2362041
243 4842180 59292 2391444
244 4901960 59780 2421090
245 4962230 60270 2450980
246 5022992 60762 2481115
247 5084248 61256 2511496
248 5146000 61752 2542124
249 5208250 62250 2573000
250 5271000 62750 2604125
251 5334252 63252 2635500
252 5398008 63756 2667126
253 5462270 64262 2699004
254 5527040 64770 2731135
255 5592320 65280 2763520
256 5658112 65792 2796160
257 5724418 66306 2829056
258 5791240 66822 2862209
259 5858580 67340 2895620
260 5926440 67860 2929290
261 5994822 68382 2963220
262 6063728 68906 2997411
263 6133160 69432 3031864
264 6203120 69960 3066580
265 6273610 70490 3101560
266 6344632 71022 3136805
267 6416188 71556 3172316
268 6488280 72092 3208094
269 6560910 72630 3244140
270 6634080 73170 3280455
271 6707792 73712 3317040
272 6782048 74256 3353896
273 6856850 74802 3391024
274 6932200 75350 3428425
275 7008100 75900 3466100
276 7084552 76452 3504050
277 7161558 77006 3542276
278 7239120 77562 3580779
279 7317240 78120 3619560
280 7395920 78680 3658620
281 7475162 79242 3697960
282 7554968 79806 3737581
283 7635340 80372 3777484
284 7716280 80940 3817670
285 7797790 81510 3858140
286 7879872 82082 3898895
287 7962528 82656 3939936
288 8045760 83232 3981264
289 8129570 83810 4022880
290 8213960 84390 4064785
291 8298932 84972 4106980
292 8384488 85556 4149466
293 8470630 86142 4192244
294 8557360 86730 4235315
295 8644680 87320 4278680
296 8732592 87912 4322340
297 8821098 88506 4366296
298 8910200 89102 4410549
299 8999900 89700 4455100
300 9090200 90300 4499950
301 9181102 90902 4545100
302 9272608 91506 4590551
303 9364720 92112 4636304
304 9457440 92720 4682360
305 9550770 93330 4728720
306 9644712 93942 4775385
307 9739268 94556 4822356
308 9834440 95172 4869634
309 9930230 95790 4917220
310 10026640 96410 4965115
311 10123672 97032 5013320
312 10221328 97656 5061836
313 10319610 98282 5110664
314 10418520 98910 5159805
315 10518060 99540 5209260
316 10618232 100172 5259030
317 10719038 100806 5309116
318 10820480 101442 5359519
319 10922560 102080 5410240
320 11025280 102720 5461280
321 11128642 103362 5512640
322 11232648 104006 5564321
323 11337300 104652 5616324
324 11442600 105300 5668650
325 11548550 105950 5721300
326 11655152 106602 5774275
327 11762408 107256 5827576
328 11870320 107912 5881204
329 11978890 108570 5935160
330 12088120 109230 5989445
331 12198012 109892 6044060
332 12308568 110556 6099006
333 12419790 111222 6154284
334 12531680 111890 6209895
335 12644240 112560 6265840
336 12757472 113232 6322120
337 12871378 113906 6378736
338 12985960 114582 6435689
339 13101220 115260 6492980
340 13217160 115940 6550610
341 13333782 116622 6608580
342 13451088 117306 6666891
343 13569080 117992 6725544
344 13687760 118680 6784540
345 13807130 119370 6843880
346 13927192 120062 6903565
347 14047948 120756 6963596
348 14169400 121452 7023974
349 14291550 122150 7084700
350 14414400 122850 7145775
351 14537952 123552 7207200
352 14662208 124256 7268976
353 14787170 124962 7331104
354 14912840 125670 7393585
355 15039220 126380 7456420
356 15166312 127092 7519610
357 15294118 127806 7583156
358 15422640 128522 7647059
359 15551880 129240 7711320
360 15681840 129960 7775940
361 15812522 130682 7840920
362 15943928 131406 7906261
363 16076060 132132 7971964
364 16208920 132860 8038030
365 16342510 133590 8104460
366 16476832 134322 8171255
367 16611888 135056 8238416
368 16747680 135792 8305944
369 16884210 136530 8373840
370 17021480 137270 8442105
371 17159492 138012 8510740
372 17298248 138756 8579746
373 17437750 139502 8649124
374 17578000 140250 8718875
375 17719000 141000 8789000
376 17860752 141752 8859500
377 18003258 142506 8930376
378 18146520 143262 9001629
379 18290540 144020 9073260
380 18435320 144780 9145270
381 18580862 145542 9217660
382 18727168 146306 9290431
383 18874240 147072 9363584
384 19022080 147840 9437120
385 19170690 148610 9511040
386 19320072 149382 9585345
387 19470228 150156 9660036
388 19621160 150932 9735114
389 19772870 151710 9810580
390 19925360 152490 9886435
391 20078632 153272 9962680
392 20232688 154056 10039316
393 20387530 154842 10116344
394 20543160 155630 10193765
395 20699580 156420 10271580
396 20856792 157212 10349790
397 21014798 158006 10428396
398 21173600 158802 10507399
399 21333200 159600 10586800
400 21493600 160400 10666600
401 21654802 161202 10746800
402 21816808 162006 10827401
403 21979620 162812 10908404
404 22143240 163620 10989810
405 22307670 164430 11071620
406 22472912 165242 11153835
407 22638968 166056 11236456
408 22805840 166872 11319484
409 22973530 167690 11402920
410 23142040 168510 11486765
411 23311372 169332 11571020
412 23481528 170156 11655686
413 23652510 170982 11740764
414 23824320 171810 11826255
415 23996960 172640 11912160
416 24170432 173472 11998480
417 24344738 174306 12085216
418 24519880 175142 12172369
419 24695860 175980 12259940
420 24872680 176820 12347930
421 25050342 177662 12436340
422 25228848 178506 12525171
423 25408200 179352 12614424
424 25588400 180200 12704100
425 25769450 181050 12794200
426 25951352 181902 12884725
427 26134108 182756 12975676
428 26317720 183612 13067054
429 26502190 184470 13158860
430 26687520 185330 13251095
431 26873712 186192 13343760
432 27060768 187056 13436856
433 27248690 187922 13530384
434 27437480 188790 13624345
435 27627140 189660 13718740
436 27817672 190532 13813570
437 28009078 191406 13908836
438 28201360 192282 14004539
439 28394520 193160 14100680
440 28588560 194040 14197260
441 28783482 194922 14294280
442 28979288 195806 14391741
443 29175980 196692 14489644
444 29373560 197580 14587990
445 29572030 198470 14686780
446 29771392 199362 14786015
447 29971648 200256 14885696
448 30172800 201152 14985824
449 30374850 202050 15086400
450 30577800 202950 15187425
451 30781652 203852 15288900
452 30986408 204756 15390826
453 31192070 205662 15493204
454 31398640 206570 15596035
455 31606120 207480 15699320
456 31814512 208392 15803060
457 32023818 209306 15907256
458 32234040 210222 16011909
459 32445180 211140 16117020
460 32657240 212060 16222590
461 32870222 212982 16328620
462 33084128 213906 16435111
463 33298960 214832 16542064
464 33514720 215760 16649480
465 33731410 216690 16757360
466 33949032 217622 16865705
467 34167588 218556 16974516
468 34387080 219492 17083794
469 34607510 220430 17193540
470 34828880 221370 17303755
471 35051192 222312 17414440
472 35274448 223256 17525596
473 35498650 224202 17637224
474 35723800 225150 17749325
475 35949900 226100 17861900
476 36176952 227052 17974950
477 36404958 228006 18088476
478 36633920 228962 18202479
479 36863840 229920 18316960
480 37094720 230880 18431920
481 37326562 231842 18547360
482 37559368 232806 18663281
483 37793140 233772 18779684
484 38027880 234740 18896570
485 38263590 235710 19013940
486 38500272 236682 19131795
487 38737928 237656 19250136
488 38976560 238632 19368964
489 39216170 239610 19488280
490 39456760 240590 19608085
491 39698332 241572 19728380
492 39940888 242556 19849166
493 40184430 243542 19970444
494 40428960 244530 20092215
495 40674480 245520 20214480
496 40920992 246512 20337240
497 41168498 247506 20460496
498 41417000 248502 20584249
499 41666500 249500 20708500
500 41917000 250500 20833250
501 42168502 251502 20958500
502 42421008 252506 21084251
503 42674520 253512 21210504
504 42929040 254520 21337260
505 43184570 255530 21464520
506 43441112 256542 21592285
507 43698668 257556 21720556
508 43957240 258572 21849334
509 44216830 259590 21978620
510 44477440 260610 22108415
511 44739072 261632 22238720
512 45001728 262656 22369536
513 45265410 263682 22500864
514 45530120 264710 22632705
515 45795860 265740 22765060
516 46062632 266772 22897930
517 46330438 267806 23031316
518 46599280 268842 23165219
519 46869160 269880 23299640
520 47140080 270920 23434580
521 47412042 271962 23570040
522 47685048 273006 23706021
523 47959100 274052 23842524
524 48234200 275100 23979550
525 48510350 276150 24117100
526 48787552 277202 24255175
527 49065808 278256 24393776
528 49345120 279312 24532904
529 49625490 280370 24672560
530 49906920 281430 24812745
531 50189412 282492 24953460
532 50472968 283556 25094706
533 50757590 284622 25236484
534 51043280 285690 25378795
535 51330040 286760 25521640
536 51617872 287832 25665020
537 51906778 288906 25808936
538 52196760 289982 25953389
539 52487820 291060 26098380
540 52779960 292140 26243910
541 53073182 293222 26389980
542 53367488 294306 26536591
543 53662880 295392 26683744
544 53959360 296480 26831440
545 54256930 297570 26979680
546 54555592 298662 27128465
547 54855348 299756 27277796
548 55156200 300852 27427674
549 55458150 301950 27578100
550 55761200 303050 27729075
551 56065352 304152 27880600
552 56370608 305256 28032676
553 56676970 306362 28185304
554 56984440 307470 28338485
555 57293020 308580 28492220
556 57602712 309692 28646510
557 57913518 310806 28801356
558 58225440 311922 28956759
559 58538480 313040 29112720
560 58852640 314160 29269240
561 59167922 315282 29426320
562 59484328 316406 29583961
563 59801860 317532 29742164
564 60120520 318660 29900930
565 60440310 319790 30060260
566 60761232 320922 30220155
567 61083288 322056 30380616
568 61406480 323192 30541644
569 61730810 324330 30703240
570 62056280 325470 30865405
571 62382892 326612 31028140
572 62710648 327756 31191446
573 63039550 328902 31355324
574 63369600 330050 31519775
575 63700800 331200 31684800
576 64033152 332352 31850400
577 64366658 333506 32016576
578 64701320 334662 32183329
579 65037140 335820 32350660
580 65374120 336980 32518570
581 65712262 338142 32687060
582 66051568 339306 32856131
583 66392040 340472 33025784
584 66733680 341640 33196020
585 67076490 342810 33366840
586 67420472 343982 33538245
587 67765628 345156 33710236
588 68111960 346332 33882814
589 68459470 347510 34055980
590 68808160 348690 34229735
591 69158032 349872 34404080
592 69509088 351056 34579016
593 69861330 352242 34754544
594 70214760 353430 34930665
595 70569380 354620 35107380
596 70925192 355812 35284690
597 71282198 357006 35462596
598 71640400 358202 35641099
599 71999800 359400 35820200
600 72360400 360600 35999900
601 72722202 361802 36180200
602 73085208 363006 36361101
603 73449420 364212 36542604
604 73814840 365420 36724710
605 74181470 366630 36907420
606 74549312 367842 37090735
607 74918368 369056 37274656
608 75288640 370272 37459184
609 75660130 371490 37644320
610 76032840 372710 37830065
611 76406772 373932 38016420
612 76781928 375156 38203386
613 77158310 376382 38390964
614 77535920 377610 38579155
615 77914760 378840 38767960
616 78294832 380072 38957380
617 78676138 381306 39147416
618 79058680 382542 39338069
619 79442460 383780 39529340
620 79827480 385020 39721230
621 80213742 386262 39913740
622 80601248 387506 40106871
623 80990000 388752 40300624
624 81380000 390000 40495000
625 81771250 391250 40690000
626 82163752 392502 40885625
627 82557508 393756 41081876
628 82952520 395012 41278754
629 83348790 396270 41476260
630 83746320 397530 41674395
631 84145112 398792 41873160
632 84545168 400056 42072556
633 84946490 401322 42272584
634 85349080 402590 42473245
635 85752940 403860 42674540
636 86158072 405132 42876470
637 86564478 406406 43079036
638 86972160 407682 43282239
639 87381120 408960 43486080
640 87791360 410240 43690560
641 88202882 411522 43895680
642 88615688 412806 44101441
643 89029780 414092 44307844
644 89445160 415380 44514890
645 89861830 416670 44722580
646 90279792 417962 44930915
647 90699048 419256 45139896
648 91119600 420552 45349524
649 91541450 421850 45559800
650 91964600 423150 45770725
651 92389052 424452 45982300
652 92814808 425756 46194526
653 93241870 427062 46407404
654 93670240 428370 46620935
655 94099920 429680 46835120
656 94530912 430992 47049960
657 94963218 432306 47265456
658 95396840 433622 47481609
659 95831780 434940 47698420
660 96268040 436260 47915890
661 96705622 437582 48134020
662 97144528 438906 48352811
663 97584760 440232 48572264
664 98026320 441560 48792380
665 98469210 442890 49013160
666 98913432 444222 49234605
667 99358988 445556 49456716
668 99805880 446892 49679494
669 100254110 448230 49902940
670 100703680 449570 50127055
671 101154592 450912 50351840
672 101606848 452256 50577296
673 102060450 453602 50803424
674 102515400 454950 51030225
675 102971700 456300 51257700
676 103429352 457652 51485850
677 103888358 459006 51714676
678 104348720 460362 51944179
679 104810440 461720 52174360
680 105273520 463080 52405220
681 105737962 464442 52636760
682 106203768 465806 52868981
683 106670940 467172 53101884
684 107139480 468540 53335470
685 107609390 469910 53569740
686 108080672 471282 53804695
687 108553328 472656 54040336
688 109027360 474032 54276664
689 109502770 475410 54513680
690 109979560 476790 54751385
691 110457732 478172 54989780
692 110937288 479556 55228866
693 111418230 480942 55468644
694 111900560 482330 55709115
695 112384280 483720 55950280
696 112869392 485112 56192140
697 113355898 486506 56434696
698 113843800 487902 56677949
699 114333100 489300 56921900
700 114823800 490700 57166550
701 115315902 492102 57411900
702 115809408 493506 57657951
703 116304320 494912 57904704
704 116800640 496320 58152160
705 117298370 497730 58400320
706 117797512 499142 58649185
707 118298068 500556 58898756
708 118800040 501972 59149034
709 119303430 503390 59400020
710 119808240 504810 59651715
711 120314472 506232 59904120
712 120822128 507656 60157236
713 121331210 509082 60411064
714 121841720 510510 60665605
715 122353660 511940 60920860
716 122867032 513372 61176830
717 123381838 514806 61433516
718 123898080 516242 61690919
719 124415760 517680 61949040
720 124934880 519120 62207880
721 125455442 520562 62467440
722 125977448 522006 62727721
723 126500900 523452 62988724
724 127025800 524900 63250450
725 127552150 526350 63512900
726 128079952 527802 63776075
727 128609208 529256 64039976
728 129139920 530712 64304604
729 129672090 532170 64569960
730 130205720 533630 64836045
731 130740812 535092 65102860
732 131277368 536556 65370406
733 131815390 538022 65638684
734 132354880 539490 65907695
735 132895840 540960 66177440
736 133438272 542432 66447920
737 133982178 543906 66719136
738 134527560 545382 66991089
739 135074420 546860 67263780
740 135622760 548340 67537210
741 136172582 549822 67811380
742 136723888 551306 68086291
743 137276680 552792 68361944
744 137830960 554280 68638340
745 138386730 555770 68915480
746 138943992 557262 69193365
747 139502748 558756 69471996
748 140063000 560252 69751374
749 140624750 561750 70031500
750 141188000 563250 70312375
751 141752752 564752 70594000
752 142319008 566256 70876376
753 142886770 567762 71159504
754 143456040 569270 71443385
755 144026820 570780 71728020
756 144599112 572292 72013410
757 145172918 573806 72299556
758 145748240 575322 72586459
759 146325080 576840 72874120
760 146903440 578360 73162540
761 147483322 579882 73451720
762 148064728 581406 73741661
763 148647660 582932 74032364
764 149232120 584460 74323830
765 149818110 585990 74616060
766 150405632 587522 74909055
767 150994688 589056 75202816
768 151585280 590592 75497344
769 152177410 592130 75792640
770 152771080 593670 76088705
771 153366292 595212 76385540
772 153963048 596756 76683146
773 154561350 598302 76981524
774 155161200 599850 77280675
775 155762600 601400 77580600
776 156365552 602952 77881300
777 156970058 604506 78182776
778 157576120 606062 78485029
779 158183740 607620 78788060
780 158792920 609180 79091870
781 159403662 610742 79396460
782 160015968 612306 79701831
783 160629840 613872 80007984
784 161245280 615440 80314920
785 161862290 617010 80622640
786 162480872 618582 80931145
787 163101028 620156 81240436
788 163722760 621732 81550514
789 164346070 623310 81861380
790 164970960 624890 82173035
791 165597432 626472 82485480
792 166225488 628056 82798716
793 166855130 629642 83112744
794 167486360 631230 83427565
795 168119180 632820 83743180
796 168753592 634412 84059590
797 169389598 636006 84376796
798 170027200 637602 84694799
799 170666400 639200 85013600
800 171307200 640800 85333200
801 171949602 642402 85653600
802 172593608 644006 85974801
803 173239220 645612 86296804
804 173886440 647220 86619610
805 174535270 648830 86943220
806 175185712 650442 87267635
807 175837768 652056 87592856
808 176491440 653672 87918884
809 177146730 655290 88245720
810 177803640 656910 88573365
811 178462172 658532 88901820
812 179122328 660156 89231086
813 179784110 661782 89561164
814 180447520 663410 89892055
815 181112560 665040 90223760
816 181779232 666672 90556280
817 182447538 668306 90889616
818 183117480 669942 91223769
819 183789060 671580 91558740
820 184462280 673220 91894530
821 185137142 674862 92231140
822 185813648 676506 92568571
823 186491800 678152 92906824
824 187171600 679800 93245900
825 187853050 681450 93585800
826 188536152 683102 93926525
827 189220908 684756 94268076
828 189907320 686412 94610454
829 190595390 688070 94953660
830 191285120 689730 95297695
831 191976512 691392 95642560
832 192669568 693056 95988256
833 193364290 694722 96334784
834 194060680 696390 96682145
835 194758740 698060 97030340
836 195458472 699732 97379370
837 196159878 701406 97729236
838 196862960 703082 98079939
839 197567720 704760 98431480
840 198274160 706440 98783860
841 198982282 708122 99137080
842 199692088 709806 99491141
843 200403580 711492 99846044
844 201116760 713180 100201790
845 201831630 714870 100558380
846 202548192 716562 100915815
847 203266448 718256 101274096
848 203986400 719952 101633224
849 204708050 721650 101993200
850 205431400 723350 102354025
851 206156452 725052 102715700
852 206883208 726756 103078226
853 207611670 728462 103441604
854 208341840 730170 103805835
855 209073720 731880 104170920
856 209807312 733592 104536860
857 210542618 735306 104903656
858 211279640 737022 105271309
859 212018380 738740 105639820
860 212758840 740460 106009190
861 213501022 742182 106379420
862 214244928 743906 106750511
863 214990560 745632 107122464
864 215737920 747360 107495280
865 216487010 749090 107868960
866 217237832 750822 108243505
867 217990388 752556 108618916
868 218744680 754292 108995194
869 219500710 756030 109372340
870 220258480 757770 109750355
871 221017992 759512 110129240
872 221779248 761256 110508996
873 222542250 763002 110889624
874 223307000 764750 111271125
875 224073500 766500 111653500
876 224841752 768252 112036750
877 225611758 770006 112420876
878 226383520 771762 112805879
879 227157040 773520 113191760
880 227932320 775280 113578520
881 228709362 777042 113966160
882 229488168 778806 114354681
883 230268740 780572 114744084
884 231051080 782340 115134370
885 231835190 784110 115525540
886 232621072 785882 115917595
887 233408728 787656 116310536
888 234198160 789432 116704364
889 234989370 791210 117099080
890 235782360 792990 117494685
891 236577132 794772 117891180
892 237373688 796556 118288566
893 238172030 798342 118686844
894 238972160 800130 119086015
895 239774080 801920 119486080
896 240577792 803712 119887040
897 241383298 805506 120288896
898 242190600 807302 120691649
899 242999700 809100 121095300
900 243810600 810900 121499850
901 244623302 812702 121905300
902 245437808 814506 122311651
903 246254120 816312 122718904
904 247072240 818120 123127060
905 247892170 819930 123536120
906 248713912 821742 123946085
907 249537468 823556 124356956
908 250362840 825372 124768734
909 251190030 827190 125181420
910 252019040 829010 125595015
911 252849872 830832 126009520
912 253682528 832656 126424936
913 254517010 834482 126841264
914 255353320 836310 127258505
915 256191460 838140 127676660
916 257031432 839972 128095730
917 257873238 841806 128515716
918 258716880 843642 128936619
919 259562360 845480 129358440
920 260409680 847320 129781180
921 261258842 849162 130204840
922 262109848 851006 130629421
923 262962700 852852 131054924
924 263817400 854700 131481350
925 264673950 856550 131908700
926 265532352 858402 132336975
927 266392608 860256 132766176
928 267254720 862112 133196304
929 268118690 863970 133627360
930 268984520 865830 134059345
931 269852212 867692 134492260
932 270721768 869556 134926106
933 271593190 871422 135360884
934 272466480 873290 135796595
935 273341640 875160 136233240
936 274218672 877032 136670820
937 275097578 878906 137109336
938 275978360 880782 137548789
939 276861020 882660 137989180
940 277745560 884540 138430510
941 278631982 886422 138872780
942 279520288 888306 139315991
943 280410480 890192 139760144
944 281302560 892080 140205240
945 282196530 893970 140651280
946 283092392 895862 141098265
947 283990148 897756 141546196
948 284889800 899652 141995074
949 285791350 901550 142444900
950 286694800 903450 142895675
951 287600152 905352 143347400
952 288507408 907256 143800076
953 289416570 909162 144253704
954 290327640 911070 144708285
955 291240620 912980 145163820
956 292155512 914892 145620310
957 293072318 916806 146077756
958 293991040 918722 146536159
959 294911680 920640 146995520
960 295834240 922560 147455840
961 296758722 924482 147917120
962 297685128 926406 148379361
963 298613460 928332 148842564
964 299543720 930260 149306730
965 300475910 932190 149771860
966 301410032 934122 150237955
967 302346088 936056 150705016
968 303284080 937992 151173044
969 304224010 939930 151642040
970 305165880 941870 152112005
971 306109692 943812 152582940
972 307055448 945756 153054846
973 308003150 947702 153527724
974 308952800 949650 154001575
975 309904400 951600 154476400
976 310857952 953552 154952200
977 311813458 955506 155428976
978 312770920 957462 155906729
979 313730340 959420 156385460
980 314691720 961380 156865170
981 315655062 963342 157345860
982 316620368 965306 157827531
983 317587640 967272 158310184
984 318556880 969240 158793820
985 319528090 971210 159278440
986 320501272 973182 159764045
987 321476428 975156 160250636
988 322453560 977132 160738214
989 323432670 979110 161226780
990 324413760 981090 161716335
991 325396832 983072 162206880
992 326381888 985056 162698416
993 327368930 987042 163190944
994 328357960 989030 163684465
995 329348980 991020 164178980
996 330341992 993012 164674490
997 331336998 995006 165170996
998 332334000 997002 165668499
999 333333000 999000 166167000
